0	11.485
0.00012732	16.174
0.00015915	8.14
0.00019099	-14.421
0.00022282	-15.743
0.00025465	16.545
0.00028648	6.5166
0.00031831	19.681
0.00035014	13.907
0.00038197	-1.3986
0.0004138	-3.4251
0.00044563	-3.7127
0.00047746	-2.5858
0.00050929	-3.5133
0.00054113	-7.6986
0.00057296	4.3331
0.00060479	8.5141
0.00063662	20.031
0.00066845	-0.7503
0.00070028	4.8789
0.00073211	6.0526
0.00076394	13.984
0.00079577	5.904
0.0008276	19.643
0.00085943	10.668
0.00089127	13.519
0.0009231	8.3503
0.00095493	9.3543
0.00098676	9.2758
0.0010186	20.214
0.0010504	2.3458
0.0010823	16.182
0.0011141	-3.0661
0.0011459	10.491
0.0011777	1.2854
0.0012096	11.393
0.0012414	3.7517
0.0012732	6.3326
0.0013051	-14.704
0.0013369	8.5885
0.0013687	15.975
0.0014006	9.1029
0.0014324	4.5474
0.0014642	22.723
0.0014961	23.804
0.0015279	-6.1857
0.0015597	0.42457
0.0015915	-2.1809
0.0016234	18.004
0.0016552	-3.6264
0.001687	25.652
0.0017189	11.28
0.0017507	21.948
0.0017825	24.458
0.0018144	24.488
0.0018462	11.067
0.001878	2.5329
0.0019099	-7.6447
0.0019417	5.7601
0.0019735	25.874
0.0020053	13.534
0.0020372	-1.1996
0.002069	0.28978
0.0021008	-4.2113
0.0021327	19.598
0.0021645	19.194
0.0021963	2.7437
0.0022282	0.16751
0.00226	24.193
0.0022918	22.077
0.0023237	15.141
0.0023555	7.9229
0.0023873	25.411
0.0024191	15.041
0.002451	32.277
0.0024828	29.206
0.0025146	34.23
0.0025465	41.215
0.0025783	0.98739
0.0026101	9.124
0.002642	31.255
0.0026738	21.153
0.0027056	-1.6325
0.0027375	14.322
0.0027693	9.4363
0.0028011	15.514
0.002833	3.7198
0.0028648	14.711
0.0028966	-1.6823
0.0029284	18.268
0.0029603	22.251
0.0029921	11.145
0.0030239	1.1853
0.0030558	-18.751
0.0030876	8.5761
0.0031194	-0.83312
0.0031513	12.873
0.0031831	1.631
0.0032149	-12.331
0.0032468	10.898
0.0032786	7.1215
0.0033104	0.79995
0.0033422	-0.059818
0.0033741	5.548
0.0034059	19.258
0.0034377	27.296
0.0034696	17.286
0.0035014	-18.009
0.0035332	-3.2132
0.0035651	-0.79078
0.0035969	2.7041
0.0036287	18.274
0.0036606	-2.8465
0.0036924	-12.909
0.0037242	-4.7335
0.003756	0.46829
0.0037879	-4.8182
0.0038197	-11.507
0.0038515	-3.6129
0.0038834	-15.695
0.0039152	-16.486
0.003947	-5.0988
0.0039789	-3.9014
0.0040107	-12.357
0.0040425	6.3227
0.0040744	0.86774
0.0041062	0.62006
0.004138	-2.2657
0.0041698	-6.5917
0.0042017	14.882
0.0042335	-4.3564
0.0042653	-13.423
0.0042972	-2.7087
0.004329	-6.5394
0.0043608	13.738
0.0043927	-16.034
0.0044245	2.7272
0.0044563	0.17763
0.0044882	16.738
0.00452	-3.8402
0.0045518	15.705
0.0045837	4.6173
0.0046155	-5.1013
0.0046473	11.611
0.0046791	0.79556
0.004711	2.3803
0.0047428	6.5187
0.0047746	-8.8825
0.0048065	-18.609
0.0048383	-6.8571
0.0048701	-11.762
0.004902	-15.115
0.0049338	-9.3539
0.0049656	13.354
0.0049975	-17.715
0.0050293	-16.797
0.0050611	-14.397
0.0050929	-6.5709
0.0051248	-10.571
0.0051566	-3.1334
0.0051884	-5.9667
0.0052203	-9.1621
0.0052521	13.83
0.0052839	6.0478
0.0053158	-24.511
0.0053476	-16.224
0.0053794	-3.1878
0.0054113	-26.853
0.0054431	-0.19158
0.0054749	-10.485
0.0055067	-13.429
0.0055386	-7.8937
0.0055704	-6.3551
0.0056022	14.581
0.0056341	-22.076
0.0056659	3.7449
0.0056977	-10.193
0.0057296	-6.478
0.0057614	-4.7739
0.0057932	1.8711
0.0058251	-1.6306
0.0058569	5.5035
0.0058887	1.0698
0.0059206	5.6217
0.0059524	-6.8999
0.0059842	-8.7794
0.006016	0.77782
0.0060479	6.7649
0.0060797	-4.5983
0.0061115	0.32837
0.0061434	14.464
0.0061752	7.321
0.006207	-7.8551
0.0062389	-1.0439
0.0062707	7.9843
0.0063025	-12.129
0.0063344	2.5171
0.0063662	10.56
0.006398	-13.376
0.0064298	-13.146
0.0064617	9.9619
0.0064935	5.4688
0.0065253	-26.102
0.0065572	-5.4846
0.006589	-2.8051
0.0066208	-4.4194
0.0066527	27.439
0.0066845	2.2969
0.0067163	0.17312
0.0067482	10.367
0.00678	2.0714
0.0068118	-12.401
0.0068436	2.9295
0.0068755	0.88724
0.0069073	22.76
0.0069391	-2.6031
0.006971	9.2542
0.0070028	6.8429
0.0070346	0.5915
0.0070665	7.3456
0.0070983	8.3143
0.0071301	-0.013281
0.007162	2.5834
0.0071938	-4.3078
0.0072256	9.1376
0.0072574	-4.5753
0.0072893	1.9327
0.0073211	-10.348
0.0073529	-12.203
0.0073848	-15.185
0.0074166	-9.6596
0.0074484	9.7915
0.0074803	-20.53
0.0075121	-18.383
0.0075439	17.519
0.0075758	6.2619
0.0076076	-3.7004
0.0076394	-12.542
0.0076713	14.2
0.0077031	-13.637
0.0077349	-27.489
0.0077667	-14.361
0.0077986	6.5485
0.0078304	2.6154
0.0078622	7.2503
0.0078941	4.4094
0.0079259	23.407
0.0079577	-15.282
0.0079896	8.1994
0.0080214	0.11209
0.0080532	-2.1863
0.0080851	9.5763
0.0081169	10.722
0.0081487	5.5676
0.0081805	10.764
0.0082124	18.643
0.0082442	-7.422
0.008276	14.239
0.0083079	19.652
0.0083397	0.46339
0.0083715	-5.4084
0.0084034	-2.1587
0.0084352	9.1256
0.008467	11.647
0.0084989	-1.2209
0.0085307	-3.5485
0.0085625	15.268
0.0085943	-3.3644
0.0086262	8.4992
0.008658	5.8024
0.0086898	-0.363
0.0087217	1.8912
0.0087535	-0.8073
0.0087853	1.8977
0.0088172	-3.1737
0.008849	2.8801
0.0088808	20.61
0.0089127	11.468
0.0089445	-3.1714
0.0089763	-6.9343
0.0090081	1.9505
